3/31/2020 22:49,b'RT @Disney: #Frozen2 is now streaming on #DisneyPlus \xe2\x9d\x84\xef\xb8\x8f \xf0\x9f\x8d\x82 https://t.co/xb2MyfDc2E'
,
3/31/2020 22:48,"b""I loved #frozen2. It's not as economical as the original, they could easily have cut a couple of songs. It's a bit overstuffed &amp; some things were obviously about introducing toylines (the ice horse). But some great songs, gags &amp; animation make it a satisfying sequel on the whole."""
,
3/31/2020 22:46,b'RT @nv8sayWTF: Finished #Frozen2 - wow..... damn that was good! - much better than the first film - love the music and visually beyond stun\xe2\x80\xa6'
,
3/31/2020 22:46,"b'RT @DisneyAnimation: For this shot in ""Show Yourself,"" the Lighting team designed a pattern of dancing light.  The pattern was fixed onto a\xe2\x80\xa6'"
,
3/31/2020 22:45,b'Frozen 2 Printables: Frozen Coloring Pages #Frozen2 https://t.co/QuLjZfXu8v on @bloglovin'
,
3/31/2020 22:44,b'RT @Disney: #Frozen2 is now streaming on #DisneyPlus \xe2\x9d\x84\xef\xb8\x8f \xf0\x9f\x8d\x82 https://t.co/xb2MyfDc2E'
,
3/31/2020 22:44,b'Finished #Frozen2 - wow..... damn that was good! - much better than the first film - love the music and visually beyond stunning - I can actually see a third film happening tbh :) - https://t.co/QkhzTwMcuP'
,
3/31/2020 22:44,b'RT @Disney: #Frozen2 is now streaming on #DisneyPlus \xe2\x9d\x84\xef\xb8\x8f \xf0\x9f\x8d\x82 https://t.co/xb2MyfDc2E'
,
3/31/2020 22:43,"b'RT @DisneyAnimation: For this shot in ""Show Yourself,"" the Lighting team designed a pattern of dancing light.  The pattern was fixed onto a\xe2\x80\xa6'"
,
3/31/2020 22:43,b'RT @Disney: #Frozen2 is now streaming on #DisneyPlus \xe2\x9d\x84\xef\xb8\x8f \xf0\x9f\x8d\x82 https://t.co/xb2MyfDc2E'
,
3/31/2020 22:43,b'Frozen 2 Inspired Easter Basket + Printables! https://t.co/tWf4YSxwFa via @thisblisslife #Frozen2 #Easter'
,
3/31/2020 22:42,b'RT @Disney: #Frozen2 is now streaming on #DisneyPlus \xe2\x9d\x84\xef\xb8\x8f \xf0\x9f\x8d\x82 https://t.co/xb2MyfDc2E'
,
3/31/2020 22:42,b'RT @Disney: #Frozen2 is now streaming on #DisneyPlus \xe2\x9d\x84\xef\xb8\x8f \xf0\x9f\x8d\x82 https://t.co/xb2MyfDc2E'
,
3/31/2020 22:42,"b'RT @DisneyAnimation: For this shot in ""Show Yourself,"" the Lighting team designed a pattern of dancing light.  The pattern was fixed onto a\xe2\x80\xa6'"
,
